HEADER
1,62732738
2,62732738
2,62732738
1,62766092
2,62766092
2,62766092
1,62799408
2,62799408
2,62799408
1,62832734
2,62832734
2,62832734
1,62866092
2,62866092
2,62866092
1,62899400
2,62899400
2,62899400
1,62932735
2,62932735
2,62932735
1,62966089
2,62966089
2,62966089
1,62999402
2,62999402
2,62999402
1,63032739
2,63032739
2,63032739
1,63066093
2,63066093
2,63066093
1,63099399
2,63099399
2,63099399
1,63132738
2,63132738
2,63132738
1,63166091
2,63166091
2,63166091
1,63199397
2,63199397
2,63199397
1,63232730
2,63232730
2,63232730
1,63266096
2,63266096
2,63266096
1,63299399
2,63299399
2,63299399
1,63332732
2,63332732
2,63332732
1,63366090
2,63366090
2,63366090
1,63399397
2,63399397
2,63399397
1,63432731
2,63432731
2,63432731
1,63466092
2,63466092
2,63466092
1,63499396
2,63499396
2,63499396
1,63532729
2,63532729
2,63532729
1,63566093
2,63566093
2,63566093
1,63599400
2,63599400
2,63599400
1,63632728
2,63632728
2,63632728
1,63666091
2,63666091
2,63666091
1,63699396
2,63699396
2,63699396
1,63732727
2,63732727
2,63732727
1,63766097
2,63766097
2,63766097
1,63799398
2,63799398
2,63799398
1,63832725
2,63832725
2,63832725
1,63866096
2,63866096
2,63866096
1,63899393
2,63899393
2,63899393
1,63932727
2,63932727
2,63932727
1,63966095
2,63966095
2,63966095
1,63999390
2,63999390
2,63999390
1,64032725
2,64032725
2,64032725
1,64066096
2,64066096
2,64066096
1,64099390
2,64099390
2,64099390
1,64132726
2,64132726
2,64132726
1,64166093
2,64166093
2,64166093
1,64199391
2,64199391
2,64199391
1,64232721
2,64232721
2,64232721
1,64266096
2,64266096
2,64266096
1,64299392
2,64299392
2,64299392
1,64332723
2,64332723
2,64332723
1,64366094
2,64366094
2,64366094
1,64399385
2,64399385
2,64399385
1,64432725
2,64432725
2,64432725
1,64466089
2,64466089
2,64466089
1,64499389
2,64499389
2,64499389
1,64532724
2,64532724
2,64532724
1,64566094
2,64566094
2,64566094
1,64599387
2,64599387
2,64599387
1,64632719
2,64632719
2,64632719
1,64666091
2,64666091
2,64666091
1,64699388
2,64699388
2,64699388
1,64732722
2,64732722
2,64732722
1,64766091
2,64766091
2,64766091
1,64799386
2,64799386
2,64799386
1,64832715
2,64832715
2,64832715
1,64866089
2,64866089
2,64866089
1,64899381
2,64899381
2,64899381
1,64932718
2,64932718
2,64932718
1,64966092
2,64966092
2,64966092
1,64999380
2,64999380
2,64999380
1,65032715
2,65032715
2,65032715
1,65066094
2,65066094
2,65066094
1,65099381
2,65099381
2,65099381
1,65132718
2,65132718
2,65132718
1,65166096
2,65166096
2,65166096
1,65199386
2,65199386
2,65199386
1,65232714
2,65232714
2,65232714
1,65266096
2,65266096
2,65266096
1,65299384
2,65299384
2,65299384
1,65332713
2,65332713
2,65332713
1,65366093
2,65366093
2,65366093
1,65399378
2,65399378
2,65399378
